name,type,fee,desc,hours,city
"Gold Coast Natural History Museum",Museum,0.00,"Immerse yourself in Gold Coast's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 16:00","Gold Coast"
"Frankfurt Aviation Museum",Museum,28.00,"Immerse yourself in Frankfurt's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 18:00",Frankfurt
"Las Vegas Monument",Landmark,35.00,"One of the most photographed monuments in Las Vegas, featuring stunning design and cultural significance.","8:00 - 16:00","Las Vegas"
"The Great Paris Wildlife Sanctuary",Nature,26.00,"Lush green spaces and spectacular panoramic views make this one of Paris's most cherished outdoor destinations.","10:00 - 18:00",Paris
"The Great Madrid Aviation Museum",Museum,0.00,"Discover the fascinating origins of Madrid through beautifully curated galleries and expert-led tours.","9:00 - 16:00",Madrid
"Paris Royal Palace",Historic,33.00,"Centuries of history are embedded in the walls of this famous historical site located right in Paris.","10:00 - 17:00",Paris
"Paris Tower",Landmark,17.00,"An iconic symbol of Paris's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 20:00",Paris
"Bloemfontein Bridge",Landmark,11.00,"One of the most photographed monuments in Bloemfontein, featuring stunning design and cultural significance.","9:00 - 16:00",Bloemfontein
"The Great Glasgow Natural History Museum",Museum,39.00,"Discover the fascinating origins of Glasgow through beautifully curated galleries and expert-led tours.","10:00 - 19:00",Glasgow
"Birmingham Botanical Gardens",Nature,35.00,"Experience the breathtaking natural beauty of Birmingham at this serene location, offering scenic trails and native wildlife.","10:00 - 19:00",Birmingham
"Miami Square",Landmark,25.00,"A masterpiece of engineering and art. No visit to Miami is complete without seeing this majestic structure.","8:00 - 19:00",Miami
"The Great Manchester National Park",Nature,0.00,"A perfectly preserved natural reserve in the heart of Manchester. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 16:00",Manchester
"The Great Toulouse Bridge",Landmark,12.00,"An iconic symbol of Toulouse's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 18:00",Toulouse
"The Great Mallorca Nature Reserve",Nature,18.00,"Experience the breathtaking natural beauty of Mallorca at this serene location, offering scenic trails and native wildlife.","8:00 - 20:00",Mallorca
"Kyoto Nature Reserve",Nature,45.00,"A perfectly preserved natural reserve in the heart of Kyoto. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 19:00",Kyoto
"The Great Hobart Natural History Museum",Museum,30.00,"Discover the fascinating origins of Hobart through beautifully curated galleries and expert-led tours.","8:00 - 20:00",Hobart
"The Great Ottawa Central Plaza",Landmark,41.00,"An iconic symbol of Ottawa's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 16:00",Ottawa
"The Great Toronto Square",Landmark,0.00,"One of the most photographed monuments in Toronto, featuring stunning design and cultural significance.","9:00 - 19:00",Toronto
"The Great New York Hillside Park",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of New York's most cherished outdoor destinations.","8:00 - 16:00","New York"
"The Great Dusseldorf Castle Ruins",Historic,0.00,"Step back in time and walk the ancient grounds where Dusseldorf's most defining historical moments took place.","8:00 - 17:00",Dusseldorf
"The Great Dubai Aviation Museum",Museum,34.00,"Immerse yourself in Dubai's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 16:00",Dubai
"Whistler Ancient Fort",Historic,29.00,"Step back in time and walk the ancient grounds where Whistler's most defining historical moments took place.","9:00 - 19:00",Whistler
"The Great Bordeaux Tower",Landmark,7.00,"A masterpiece of engineering and art. No visit to Bordeaux is complete without seeing this majestic structure.","10:00 - 18:00",Bordeaux
"Toronto Aviation Museum",Museum,12.00,"A world-class cultural institution in Toronto housing thousands of priceless historical and artistic treasures.","9:00 - 20:00",Toronto
"Belfast Cultural Centre",Museum,22.00,"Discover the fascinating origins of Belfast through beautifully curated galleries and expert-led tours.","8:00 - 20:00",Belfast
"The Great Cape Town Royal Palace",Historic,38.00,"Centuries of history are embedded in the walls of this famous historical site located right in Cape Town.","10:00 - 16:00","Cape Town"
"The Great Whistler Observatory",Landmark,45.00,"An iconic symbol of Whistler's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 18:00",Whistler
"Canberra Monument",Landmark,30.00,"One of the most photographed monuments in Canberra, featuring stunning design and cultural significance.","9:00 - 17:00",Canberra
"The Great Ibiza Cathedral",Historic,5.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Ibiza.","8:00 - 20:00",Ibiza
"The Great Leipzig Nature Reserve",Nature,45.00,"A perfectly preserved natural reserve in the heart of Leipzig. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 17:00",Leipzig
"Edmonton Ancient Fort",Historic,32.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Edmonton.","9:00 - 20:00",Edmonton
"Kobe Bridge",Landmark,33.00,"An iconic symbol of Kobe's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 16:00",Kobe
"Nara Nature Reserve",Nature,28.00,"Experience the breathtaking natural beauty of Nara at this serene location, offering scenic trails and native wildlife.","8:00 - 16:00",Nara
"The Great Oxford Heritage House",Historic,15.00,"Step back in time and walk the ancient grounds where Oxford's most defining historical moments took place.","9:00 - 20:00",Oxford
"Pisa Science Exhibit",Museum,26.00,"A world-class cultural institution in Pisa housing thousands of priceless historical and artistic treasures.","10:00 - 18:00",Pisa
"The Great Bologna Heritage House",Historic,15.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Bologna.","8:00 - 17:00",Bologna
"Austin Aviation Museum",Museum,0.00,"A world-class cultural institution in Austin housing thousands of priceless historical and artistic treasures.","9:00 - 20:00",Austin
"Miami Aviation Museum",Museum,0.00,"A world-class cultural institution in Miami housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Miami
"The Great New York Botanical Gardens",Nature,0.00,"Experience the breathtaking natural beauty of New York at this serene location, offering scenic trails and native wildlife.","10:00 - 17:00","New York"
"Pretoria Square",Landmark,0.00,"A masterpiece of engineering and art. No visit to Pretoria is complete without seeing this majestic structure.","10:00 - 16:00",Pretoria
"The Great Cape Town Monument",Landmark,41.00,"A masterpiece of engineering and art. No visit to Cape Town is complete without seeing this majestic structure.","10:00 - 16:00","Cape Town"
"Perth Aviation Museum",Museum,38.00,"A world-class cultural institution in Perth housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Perth
"Hamburg Gallery",Museum,23.00,"A world-class cultural institution in Hamburg housing thousands of priceless historical and artistic treasures.","10:00 - 17:00",Hamburg
"Munich Natural History Museum",Museum,0.00,"A world-class cultural institution in Munich housing thousands of priceless historical and artistic treasures.","10:00 - 20:00",Munich
"The Great Brisbane Monument",Landmark,26.00,"An iconic symbol of Brisbane's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 19:00",Brisbane
"The Great Okinawa Nature Reserve",Nature,0.00,"Experience the breathtaking natural beauty of Okinawa at this serene location, offering scenic trails and native wildlife.","9:00 - 17:00",Okinawa
"Lyon Wildlife Sanctuary",Nature,35.00,"A perfectly preserved natural reserve in the heart of Lyon. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 17:00",Lyon
"The Great Bordeaux Cultural Centre",Museum,33.00,"Immerse yourself in Bordeaux's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 16:00",Bordeaux
"Sydney Aviation Museum",Museum,13.00,"A world-class cultural institution in Sydney housing thousands of priceless historical and artistic treasures.","10:00 - 17:00",Sydney
"Paris Monument",Landmark,7.00,"A masterpiece of engineering and art. No visit to Paris is complete without seeing this majestic structure.","10:00 - 16:00",Paris
"Quebec City Cultural Centre",Museum,7.00,"A world-class cultural institution in Quebec City housing thousands of priceless historical and artistic treasures.","8:00 - 20:00","Quebec City"
"The Great Bali River Walk",Nature,43.00,"Experience the breathtaking natural beauty of Bali at this serene location, offering scenic trails and native wildlife.","10:00 - 20:00",Bali
"Miami Science Exhibit",Museum,0.00,"Immerse yourself in Miami's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 20:00",Miami
"Valencia Tower",Landmark,10.00,"An iconic symbol of Valencia's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 16:00",Valencia
"Rome Castle Ruins",Historic,18.00,"Step back in time and walk the ancient grounds where Rome's most defining historical moments took place.","9:00 - 17:00",Rome
"The Great Johannesburg Botanical Gardens",Nature,29.00,"Lush green spaces and spectacular panoramic views make this one of Johannesburg's most cherished outdoor destinations.","9:00 - 16:00",Johannesburg
"The Great Knysna Nature Reserve",Nature,5.00,"A perfectly preserved natural reserve in the heart of Knysna. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 17:00",Knysna
"The Great Paris Castle Ruins",Historic,16.00,"Step back in time and walk the ancient grounds where Paris's most defining historical moments took place.","9:00 - 20:00",Paris
"The Great Durban Natural History Museum",Museum,33.00,"A world-class cultural institution in Durban housing thousands of priceless historical and artistic treasures.","10:00 - 20:00",Durban
"The Great Tokyo Heritage House",Historic,10.00,"Centuries of history are embedded in the walls of this famous historical site located right in Tokyo.","8:00 - 17:00",Tokyo
"The Great Munich Bridge",Landmark,0.00,"An iconic symbol of Munich's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 16:00",Munich
"The Great Valencia Tower",Landmark,20.00,"An iconic symbol of Valencia's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 19:00",Valencia
"Johannesburg Gallery",Museum,45.00,"Discover the fascinating origins of Johannesburg through beautifully curated galleries and expert-led tours.","10:00 - 18:00",Johannesburg
"The Great Stuttgart Science Exhibit",Museum,33.00,"A world-class cultural institution in Stuttgart housing thousands of priceless historical and artistic treasures.","10:00 - 20:00",Stuttgart
"Halifax Bridge",Landmark,27.00,"A masterpiece of engineering and art. No visit to Halifax is complete without seeing this majestic structure.","8:00 - 18:00",Halifax
"The Great Dubai Cultural Centre",Museum,12.00,"A world-class cultural institution in Dubai housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Dubai
